Εταίρος ΕΦΔ,Κωδικός Πρότασης,Επωνυμία Επιχείρησης,ΚΑΔ Επένδυσης,Περιγραφή ΚΑΔ Επένδυσης,Περιφέρεια Υλοποίησης,ΠΕΠ,Συνολικός Προϋπολογισμός,Επιχορηγούμενος Προϋπολογισμός,Δημόσια Δαπάνη Ολοκλήρωσης
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00853                      ,ECG ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΟΛΟΚΛΗΡΩΜΕΝΩΝ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),213621.00,130055.00,58524.75
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00856                      ,"DATA & CONTROL SYSTEMS ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ, ΣΥΣΤΗΜΑΤΑ ΚΑΙ ΜΕΛΕΤΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ – ΑΥΤΟΜΑΤΙΣΜΟΥ – ΔΙΑΧΕΙΡΙΣΗ ΕΡΓΩΝ  ",62.01.11.03,Υπηρεσίες ανάπτυξης λογισμικού πολυμέσων (multimedia),ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),96970.00,96970.00,43636.50
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00873                      ,FORTUNE ΤΕΧΝΟΛΟΓΙΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,62.01.11.01,"Παραγωγή προγραμμάτων ηλεκτρονικών υπολογιστών, που παράγονται ή ολοκληρώνονται κατόπιν παραγγελίας",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),45711.11,40394.98,18070.21
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00876                      ,ΚΟΜΠΙΟΥΤΕΡ ΚΟΝΤΡΟΛ ΣΥΣΤΕΜΣ ΕΝΤΖΙΝΙΕΡΙΝΓΚ ΡΙΣΕΡΤΣ & ΝΤΙΖΑΙΝ Α.Ε.,62.02.20,Υπηρεσίες παροχής συμβουλών για θέματα συστημάτων και λογισμικού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),161868.76,161868.76,72840.94
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00879                      ,ENVIROPLAN ΜΕΛΕΤΗΤΙΚΗ - ΣΥΜΒΟΥΛΟΙ ΑΝΑΠΤΥΞΙΑΚΩΝ & ΤΕΧΝΙΚΩΝ ΕΡΓΩΝ Α.Ε.,71.20.1,Υπηρεσίες τεχνικών δοκιμών και αναλύσεων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),49678.84,49678.84,22355.48
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00883                      ,ΤΗΛΕΜΑΡΚΕΤΙΝΓΚ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,46.4,Χονδρικό εμπόριο ειδών οικιακής χρήσης,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),144780.00,144780.00,72390.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00887                      ,HYPE ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ & ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΕΤΟΙΜΩΝ ΕΝΔΥΜΑΤΩΝ - ΥΠΟΔΗΜΑΤΩΝ ΚΑΙ ΑΞΕΣΟΥΑΡ,14.13.14,"Κατασκευή κοστουμιών-ταγιέρ, συνόλων, σακακιών κάθε είδους, φορεμάτων, φουστών, φουστών-παντελονιών (ζιπ-κιλότ), παντελονιών, φορμών με τιράντες (σαλοπέτ), κοντών παντελονιών που καλύπτουν και το γόνατο (βερμούδων) και παντελονιών κοντών (σορτς), πλεκτών ",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),60025.95,59582.95,26812.33
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00896                      ,ΒΙΟΣΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΗΛΕΚΤΡΙΚΩΝ ΣΥΣΣΩΡΕΥΤΩΝ,27.20.22,"Κατασκευή συσσωρευτών μολύβδου-οξέος, εκτός των εμβολοφόρων κινητήρων εκκίνησης",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),205792.89,205792.89,92606.80
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00901                      ,FREI ΑΝΩΝΥΜΗ ΤΟΥΡΙΣΤΙΚΗ ΣΥΝΕΔΡΙΑΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,70.22.11.02,"Υπηρεσίες συμβούλων διαχείρισης από οργανωμένο γραφείο, που απασχολεί μέχρι 30 άτομα",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),81752.00,81752.16,40876.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00907                      ,ΚΑΡΡΑΣ ΓΕΩΡΓΙΟΣ ,43.33.10.02,Εργασίες διάστρωσης ή τοποθέτησης πλακών σε τοίχους ή δάπεδα κτιρίων ή άλλων κατασκευών λιθολαξευτών ή μαρμάρινων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),36477.33,36477.33,16414.80
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00913                      ,ΣΤΑ.ΓΕ. ΕΛΛΑΣ ΚΑΤΑΣΚΕΥΗ ΠΙΝΑΚΩΝ ΑΝΕΛΚΥΣΤΗΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΝΙΚΩΝ ΕΞΑΡΤΗΜΑΤΩΝ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ - ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,27.12.31,"Κατασκευή πινάκων και άλλων διατάξεων, εξοπλισμένων με ηλεκτρικούς διακόπτες ή με συσκευές προστασίας, για τάση <= 1.000 V",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),96820.40,96820.40,43569.18
